aggregated	self	category	text
98.55%	0.00%	1	bf	and then you also have to do all your grading on the p c
98.55%	0.00%	1	bf	and and the country also
98.55%	0.00%	1	ba	oh oh my god
98.55%	0.00%	1	bf	oh like like social changes
98.55%	0.00%	1	ba	that 's that 's excellent
98.56%	0.00%	1	ba	so he 's out for good
98.56%	0.00%	1	b^m	silence of the lambs
98.56%	0.00%	1	ba	well that 's a change then
98.56%	0.00%	1	bf	mumblex temporary
98.57%	0.00%	1	ba	you 're not kidding
98.57%	0.00%	1	ba	and that 's hard
98.57%	0.00%	1	ba	not too awful bad
98.57%	0.00%	1	ba	well see that 's great
98.57%	0.00%	1	bf	little butcher shops yeah
98.58%	0.00%	1	bf	that 's quite a ways
98.58%	0.00%	1	bd	oh it 's not bad at all
98.58%	0.00%	1	bf	and you worry about oh who 's taking care of them
98.58%	0.00%	1	ba	that 's good to know
98.58%	0.00%	1	bf	kind of like a domino 's effect
98.59%	0.00%	1	ba	that 's pretty excellent
98.59%	0.00%	1	b^m	three
98.59%	0.00%	1	ba	terrific
98.59%	0.00%	1	ba	that should be fun
98.59%	0.00%	1	b^m	the death penalty
98.60%	0.00%	1	bd	i 'm learning t- i 'm learning to be uh one who knows what 's he 's doing
98.60%	0.00%	1	ba	wow that 's excellent
98.60%	0.00%	1	ba	i 'll bet they are
98.60%	0.00%	1	ba	geez
98.61%	0.00%	1	b^m	oh knishes
98.61%	0.00%	1	ba	but that 's cool
98.61%	0.00%	1	ba	that 's always good
98.61%	0.00%	1	b	oh serious
98.61%	0.00%	1	ba	you got a buy
98.62%	0.00%	1	b^m	you 're a financial planning firm
98.62%	0.00%	1	bf	large classes
98.62%	0.00%	1	ba	i 'll bet you really are
98.62%	0.00%	1	b^m	angie
98.62%	0.00%	1	bf	you have to learn how to do it
98.63%	0.00%	1	bf	nevertheless you maintain that it 's it is the right of of any citizen
98.63%	0.00%	1	b^m	all different
98.63%	0.00%	1	ba	that 's odd
98.63%	0.00%	1	b^m	mustang g t -s
98.63%	0.00%	1	bf	because you 're you 've you 've sat down with a piece of paper and said well let 's see what are we going to
98.64%	0.00%	1	ba	it 's real tough
98.64%	0.00%	1	bf	it was a good influence for your daughter uh
98.64%	0.00%	1	ba	oh that works
98.64%	0.00%	1	b	one
98.65%	0.00%	1	b^m	oh ten years younger
98.65%	0.00%	1	b^m	drug testing in the work place
98.65%	0.00%	1	br	in new mexico
98.65%	0.00%	1	ba	because that 's great
98.65%	0.00%	1	b	and uh well yeah
98.66%	0.00%	1	bk	oh it looks more like a crab
98.66%	0.00%	1	ba	so it 's really neat
98.66%	0.00%	1	bf	lexus is a toyota subbrand
98.66%	0.00%	1	ba	oh that does sound like fun
98.66%	0.00%	1	b^m	garland
98.67%	0.00%	1	ba	oh it 's be- unbelievable
98.67%	0.00%	1	bf	oh on a lake
98.67%	0.00%	1	ba	might be worth it for peace of mind
98.67%	0.00%	1	ba	cute
98.67%	0.00%	1	ba	that 's unusual
98.68%	0.00%	1	ba	i 've heard of that one
98.68%	0.00%	1	bd	you 're okay
98.68%	0.00%	1	bf	you do n't have to go out and borrow it somewhere and do that
98.68%	0.00%	1	bf	so you just basically went home when you had a chance
98.69%	0.00%	1	bf	it 's whether the parent wants to take the risk
98.69%	0.00%	1	b^m	brand new mumblex
98.69%	0.00%	1	b^m	backpacking
98.69%	0.00%	1	ba	oh that sounds nice
98.69%	0.00%	1	b	oh oh well
98.70%	0.00%	1	ba	that 's sounds good
98.70%	0.00%	1	bf	so people can just tape them i guess
98.70%	0.00%	1	br	do i have pets
98.70%	0.00%	1	bh	it was it
98.70%	0.00%	1	ba	i could see that
98.71%	0.00%	1	bf	so you got to make uh
98.71%	0.00%	1	ba	i bet he 's enjoyed having it that way
98.71%	0.00%	1	bf	so you had the same one huh
98.71%	0.00%	1	ba	like oh my gosh
98.71%	0.00%	1	b^m	a hundred and sixty
98.72%	0.00%	1	bf	in environmental engineering uh
98.72%	0.00%	1	b^m	emmett smith
98.72%	0.00%	1	br	where you can lock up
98.72%	0.00%	1	bk	okay um
98.73%	0.00%	1	bf	and maybe he was n't before
98.73%	0.00%	1	ba	well that 's a good idea
98.73%	0.00%	1	ba	oh boy that 's hard sewing
98.73%	0.00%	1	ba	oh gosh oh gosh
98.73%	0.00%	1	bf	empowerment issues
98.74%	0.00%	1	b^m	privacy
98.74%	0.00%	1	ba	that that 's too bad
98.74%	0.00%	1	ba	so that 's good
98.74%	0.00%	1	bf	you were helping your parents
98.74%	0.00%	1	br	beyond murder or just beyond like first degree murder
98.75%	0.00%	1	b^m	no more huh
98.75%	0.00%	1	ba	oh what luck
98.75%	0.00%	1	ba	well that 's a pretty good deal
98.75%	0.00%	1	bf	just something i have to do everyday
98.75%	0.00%	1	b^m	six foot
98.76%	0.00%	1	b^m	summer place
98.76%	0.00%	1	ba	i would n't be surprised
98.76%	0.00%	1	bf	somebody that does n't really put a lot of overhead whatever into it
98.76%	0.00%	1	ba	oh of course not
98.77%	0.00%	1	bf	he knew what he did n't want
98.77%	0.00%	1	ba	mumblex well that 's great
98.77%	0.00%	1	b	are you
98.77%	0.00%	1	bf	but yet you can have your friends uh
98.77%	0.00%	1	ba	thank you
98.78%	0.00%	1	ba	no joke
98.78%	0.00%	1	ba	that that 's just it
98.78%	0.00%	1	ba	i bet you do
98.78%	0.00%	1	bf	you all are cramped
98.78%	0.00%	1	b^m	b m w or mercedes yeah
98.79%	0.00%	1	bf	things are different in the animal kingdom huh
98.79%	0.00%	1	ba	hey that sounds great
98.79%	0.00%	1	ba	i do the same thing
98.79%	0.00%	1	b^m	a c d c
98.79%	0.00%	1	bk	good
98.80%	0.00%	1	bf	when the car insurance is due and you call the credit union and tell them well send me some money
98.80%	0.00%	1	br	do i vote
98.80%	0.00%	1	b^m	oh fajitas
98.80%	0.00%	1	bf	and that would be it
98.81%	0.00%	1	bd	not not
98.81%	0.00%	1	bf	you hate to get rid of it because you know how much you spent on them
98.81%	0.00%	1	ba	well that may be right
98.81%	0.00%	1	ba	so that 's a difficult situation
98.81%	0.00%	1	b^m	chop them up
98.82%	0.00%	1	b^m	by jane austen
98.82%	0.00%	1	bf	you mean the clocks
98.82%	0.00%	1	bf	it sort of takes the justice out of the justice system
98.82%	0.00%	1	b^m	cliff i see
98.82%	0.00%	1	ba	there 's great
98.83%	0.00%	1	bh	is that incredible
98.83%	0.00%	1	b	oh see that 's
98.83%	0.00%	1	b^m	how much that bothers you
98.83%	0.00%	1	ba	oh absolutely
98.83%	0.00%	1	bf	just you just pay it huh
98.84%	0.00%	1	ba	oh you 're lucky
98.84%	0.00%	1	ba	that 's what it takes
98.84%	0.00%	1	b^m	money instead
98.84%	0.00%	1	ba	wholly smoke
98.85%	0.00%	1	ba	oh that 's a nightmare
98.85%	0.00%	1	ba	i do n't blame you at all
98.85%	0.00%	1	ba	i guess so
98.85%	0.00%	1	bh	oh does he really
98.85%	0.00%	1	bf	it 's hard to explain to them why you ca n't
98.86%	0.00%	1	b	oh okay mumblex
98.86%	0.00%	1	ba	good lord
98.86%	0.00%	1	ba	but uh gee
98.86%	0.00%	1	b	oh all right
98.86%	0.00%	1	bf	so you 're in you 're in favor of capital punishment then
98.87%	0.00%	1	bd	right
98.87%	0.00%	1	ba	oh that sounds so wonderful
98.87%	0.00%	1	ba	that would be kind of nice
98.87%	0.00%	1	br	have i
98.87%	0.00%	1	bf	you do n't know if their complaints are legitimate
98.88%	0.00%	1	ba	oh that 's uh
98.88%	0.00%	1	ba	and and i see that
98.88%	0.00%	1	ba	uh oh shoot
98.88%	0.00%	1	b	did
98.89%	0.00%	1	bf	how do you know that
98.89%	0.00%	1	b	u- uh-huh
98.89%	0.00%	1	bf	that 's large if your kids are n't at home any more
98.89%	0.00%	1	bf	control
98.89%	0.00%	1	b^m	public relations
98.90%	0.00%	1	bd	well that 's okay
98.90%	0.00%	1	bf	the they uh minimize the access
98.90%	0.00%	1	bf	so you were out there in san francisco
98.90%	0.00%	1	ba	that will be fun
98.90%	0.00%	1	ba	well that that 's that 's pretty good
98.91%	0.00%	1	ba	it 's astronomical
98.91%	0.00%	1	ba	so gosh
98.91%	0.00%	1	b	ha
98.91%	0.00%	1	b^m	bermuda
98.91%	0.00%	1	b^m	but yeah
98.92%	0.00%	1	ba	that 's of course that is certainly true
98.92%	0.00%	1	bh	well is that right
98.92%	0.00%	1	ba	oh bless her heart
98.92%	0.00%	1	bf	against forty other people being
98.93%	0.00%	1	ba	but uh that that was interesting
98.93%	0.00%	1	ba	that 's a big plus
98.93%	0.00%	1	ba	no way
98.93%	0.00%	1	ba	it would be pretty
98.93%	0.00%	1	bf	oh in the elementary schools
98.94%	0.00%	1	bf	so what they are asking you to tell them is all the prescription drugs you are taking which are controlled substances
98.94%	0.00%	1	ba	that would be lovely
98.94%	0.00%	1	bf	to report it
98.94%	0.00%	1	br	say
98.94%	0.00%	1	ba	that 's so true
98.95%	0.00%	1	b^m	next weekend
98.95%	0.00%	1	bf	especially to pay that kind of money for it
98.95%	0.00%	1	bf	but leave it up to the more experienced person who knows how it fits into the uh kind of the rate for different mumblex
98.95%	0.00%	1	ba	sounds like my grandchildren
98.95%	0.00%	1	b^m	maybe
98.96%	0.00%	1	bf	moved from
98.96%	0.00%	1	b^m	pinks and greens
98.96%	0.00%	1	bd	oh okay
98.96%	0.00%	1	ba	what a hassle
98.97%	0.00%	1	bf	like the scribes who did the old documents you know for churches and
98.97%	0.00%	1	bf	all split
98.97%	0.00%	1	ba	oh now that was fabulous
98.97%	0.00%	1	bh	oh you 've been there
98.97%	0.00%	1	bf	to another place
98.98%	0.00%	1	ba	well good luck to you in pursuing your nursing degree
98.98%	0.00%	1	b^m	two pounds
98.98%	0.00%	1	ba	oh oh my
98.98%	0.00%	1	bf	it 's hard to find anywhere they 're really going to learn something
98.98%	0.00%	1	b^m	wal-mart
98.99%	0.00%	1	b	i guess yeah
98.99%	0.00%	1	b	well uh i uh yeah
98.99%	0.00%	1	bf	because you do smoke one a day
98.99%	0.00%	1	bh	are they really
98.99%	0.00%	1	br	and uh what
99.00%	0.00%	1	b^m	best friends now
99.00%	0.00%	1	bf	they 're pretty young
99.00%	0.00%	1	ba	you 're absolutely right
99.00%	0.00%	1	b^m	two boys
99.01%	0.00%	1	ba	pretty funny
99.01%	0.00%	1	bf	oh and you just do n't have any yet
99.01%	0.00%	1	bh	it is n't
99.01%	0.00%	1	bf	oh out of thei- r-
99.01%	0.00%	1	bf	oh so you think it was fear that kept iraq from
99.02%	0.00%	1	b	golf
99.02%	0.00%	1	ba	huh that 's disturbing
99.02%	0.00%	1	bf	and then you might have more control over uh the the morals that they would be taught rather than in like a classroom or a day care center
99.02%	0.00%	1	bf	so you have to go to a lesser engineering school
99.02%	0.00%	1	ba	i guess i missed that one
99.03%	0.00%	1	bf	pork barrel politics
99.03%	0.00%	1	ba	that could work
99.03%	0.00%	1	br	thirty or younger
99.03%	0.00%	1	bf	oh a entertainment type center
99.04%	0.00%	1	bk	t i i see
99.04%	0.00%	1	bf	just have to start all over
99.04%	0.00%	1	b^m	oh the same type of church
99.04%	0.00%	1	b^m	that one
99.04%	0.00%	1	ba	that 's that 's kind of hard
99.05%	0.00%	1	bf	those machine guns and all that
99.05%	0.00%	1	ba	well that 's yeah that 's interesting
99.05%	0.00%	1	ba	wow that 's large
99.05%	0.00%	1	ba	oh well that 's an idea
99.05%	0.00%	1	ba	that will happen
99.06%	0.00%	1	ba	um how weird
99.06%	0.00%	1	b	i mean uh sure
99.06%	0.00%	1	ba	good job
99.06%	0.00%	1	ba	well that 's that 's it
99.06%	0.00%	1	ba	that 's kind of nice
99.07%	0.00%	1	ba	oh that 's fascinating
99.07%	0.00%	1	br	what was the second one
99.07%	0.00%	1	bh	what a trap huh
99.07%	0.00%	1	ba	this is really neat
99.08%	0.00%	1	bf	the rat race to exercise
99.08%	0.00%	1	bf	and they 're all girls
99.08%	0.00%	1	ba	uh that 's not very
99.08%	0.00%	1	ba	that that 'll be good
99.08%	0.00%	1	b	a- oh i see
99.09%	0.00%	1	bf	so now
99.09%	0.00%	1	b^m	louisiana
99.09%	0.00%	1	bf	that 's that 's
99.09%	0.00%	1	ba	i remember
99.09%	0.00%	1	ba	oh that 's marvelous
99.10%	0.00%	1	bf	poor kid was in school all day
99.10%	0.00%	1	b	i guess
99.10%	0.00%	1	bf	that that that counts
99.10%	0.00%	1	ba	oh that 's not too bad
99.10%	0.00%	1	ba	well that
99.11%	0.00%	1	b^m	mitzi
99.11%	0.00%	1	ba	well i declare
99.11%	0.00%	1	bf	they just they just announced that did n't they
99.11%	0.00%	1	ba	that is funny
99.12%	0.00%	1	bf	um so you 're you 're kind of thinking
99.12%	0.00%	1	ba	um that sounds nice
99.12%	0.00%	1	ba	tha- that 's right
99.12%	0.00%	1	b	mumblex oh
99.12%	0.00%	1	bk	i see uh
99.13%	0.00%	1	bf	that that must be a fairly recent release
99.13%	0.00%	1	ba	that 's kind of different
99.13%	0.00%	1	ba	ooh that 's great
99.13%	0.00%	1	bh	oh you were
99.13%	0.00%	1	bf	you and your dog huh
99.14%	0.00%	1	ba	that would be really awful
99.14%	0.00%	1	ba	i do n't know either
99.14%	0.00%	1	ba	durn
99.14%	0.00%	1	ba	oh tell me about it
99.14%	0.00%	1	ba	that was pretty pitiful
99.15%	0.00%	1	ba	that 's true you know
99.15%	0.00%	1	bf	they 'll lose their ethnicity as they say
99.15%	0.00%	1	ba	oh heavens
99.15%	0.00%	1	bf	probably the pacific breezes make a lot of difference
99.16%	0.00%	1	ba	oh that 's not unusual yeah
99.16%	0.00%	1	bf	somebody you trust
99.16%	0.00%	1	bf	so you 're talking about positive side effects then
99.16%	0.00%	1	ba	that was lucky
99.16%	0.00%	1	ba	oh good for you
99.17%	0.00%	1	b^m	scandalous
99.17%	0.00%	1	ba	that was a good mumblex
99.17%	0.00%	1	br	you do
99.17%	0.00%	1	ba	they do
99.17%	0.00%	1	bf	so all the money comes from home
99.18%	0.00%	1	ba	and uh so that 's interesting
99.18%	0.00%	1	b^m	you 're an american car person
99.18%	0.00%	1	bf	you ca n't do that in a skirt poor soul
99.18%	0.00%	1	b	yeah to
99.18%	0.00%	1	b^m	huh illegal
99.19%	0.00%	1	b^m	of co- of course
99.19%	0.00%	1	bf	so you look at it more as a task
99.19%	0.00%	1	ba	oh that 's really too bad
99.19%	0.00%	1	bf	more fun things to do
99.20%	0.00%	1	bf	well that 's kind of like quilting
99.20%	0.00%	1	ba	well i think it sounds good
99.20%	0.00%	1	b^m	okay uh
99.20%	0.00%	1	ba	of dang
99.20%	0.00%	1	bf	and you still did n't get to talk to him anyway
99.21%	0.00%	1	bf	they kind of guided you
99.21%	0.00%	1	ba	well that is good
99.21%	0.00%	1	b	public school
99.21%	0.00%	1	bf	so you 'd you 'd rather see it harder to convict somebody
99.21%	0.00%	1	ba	oh for goodness sakes
99.22%	0.00%	1	ba	that 's awful well
99.22%	0.00%	1	ba	like good grief
99.22%	0.00%	1	b	oh god
99.22%	0.00%	1	bf	the economy is lousy
99.22%	0.00%	1	ba	oh that is interesting
99.23%	0.00%	1	bf	immediately
99.23%	0.00%	1	ba	that that 's the problem
99.23%	0.00%	1	ba	i see what year saying
99.23%	0.00%	1	b^m	mission impossible
99.24%	0.00%	1	bf	fast
99.24%	0.00%	1	bf	in other words
99.24%	0.00%	1	ba	that 's really wild
99.24%	0.00%	1	bf	you really rough it then
99.24%	0.00%	1	ba	uh good
99.25%	0.00%	1	b	take them out
99.25%	0.00%	1	bh	do you ski
99.25%	0.00%	1	ba	well that 's very good
99.25%	0.00%	1	bf	a whole fam-
99.25%	0.00%	1	b^m	pretty close
99.26%	0.00%	1	ba	well those are just
99.26%	0.00%	1	ba	um that 's kind of an odd color for a bathroom
99.26%	0.00%	1	b^m	older
99.26%	0.00%	1	bf	you could take a little longer and
99.26%	0.00%	1	b^m	not really
99.27%	0.00%	1	bf	so you 've been fairly happy with it
99.27%	0.00%	1	b^m	and why did n't it work last time
99.27%	0.00%	1	bf	trickles trickles up and down
99.27%	0.00%	1	ba	that does sound good
99.28%	0.00%	1	b^m	small p c -s
99.28%	0.00%	1	b^m	you do n't like the cold
99.28%	0.00%	1	ba	that is pretty big though
99.28%	0.00%	1	b^m	just eight years
99.28%	0.00%	1	ba	oh that 's horrible
99.29%	0.00%	1	ba	i do n't blame you there
99.29%	0.00%	1	bf	he is gone
99.29%	0.00%	1	ba	gosh twelve
99.29%	0.00%	1	ba	well jeez
99.29%	0.00%	1	b^m	thelma and louise
99.30%	0.00%	1	ba	woo
99.30%	0.00%	1	br	purple buddy
99.30%	0.00%	1	bf	or how far he 's going to hit it i think you know
99.30%	0.00%	1	bf	and then you go for days at a time
99.30%	0.00%	1	bf	who know what they 're doing with that
99.31%	0.00%	1	bf	so apparently it was the same one that was on there
99.31%	0.00%	1	b	oh i know it
99.31%	0.00%	1	b^m	do n't have a great
99.31%	0.00%	1	br	in our country
99.32%	0.00%	1	b^m	clothes
99.32%	0.00%	1	bf	you pay a ten percent income tax
99.32%	0.00%	1	ba	i ca n't imagine that
99.32%	0.00%	1	ba	unpredictable
99.32%	0.00%	1	ba	oh i 'll be darn
99.33%	0.00%	1	b^m	caddo lake
99.33%	0.00%	1	ba	and well that 's great
99.33%	0.00%	1	bf	part of it is technology yeah
99.33%	0.00%	1	ba	oh cute
99.33%	0.00%	1	bf	put the colors away
99.34%	0.00%	1	bf	those basic things that uh they would that you know you would be a little bit of uh i do n't know if manners is a good term or not but
99.34%	0.00%	1	b^m	my home
99.34%	0.00%	1	b	a hamster
99.34%	0.00%	1	b^m	you want to
99.34%	0.00%	1	ba	that 's that 's nice
99.35%	0.00%	1	bf	the lower cholesterol foods and stuff
99.35%	0.00%	1	ba	ooh that 's sound good
99.35%	0.00%	1	b	you know really
99.35%	0.00%	1	ba	oh i bet that helps
99.36%	0.00%	1	bf	that 's that 's large if your children are n't at home any more
99.36%	0.00%	1	ba	i 'll bet they 're involved
99.36%	0.00%	1	ba	huh that is interesting though
99.36%	0.00%	1	ba	that 's so good
99.36%	0.00%	1	b^m	ithaca
99.37%	0.00%	1	ba	now there is some really nice ones
99.37%	0.00%	1	bf	you 've got to yeah
99.37%	0.00%	1	bf	it sounds like you enjoy working outside as well
99.37%	0.00%	1	ba	oh terrible
99.37%	0.00%	1	ba	doggone it
99.38%	0.00%	1	ba	well that 's nice that it 's not in your house
99.38%	0.00%	1	bf	you had to come home and clean before you could
99.38%	0.00%	1	ba	oh it sounds fantastic
99.38%	0.00%	1	b	substantially you know
99.38%	0.00%	1	b^m	seventy
99.39%	0.00%	1	bf	it 's another war zone
99.39%	0.00%	1	b^m	the yellow
99.39%	0.00%	1	b^m	what advice
99.39%	0.00%	1	ba	and that 's the way to do it too
99.40%	0.00%	1	bh	is n't that
99.40%	0.00%	1	bf	oh you moved from dallas to san francisco
99.40%	0.00%	1	ba	was it oh good
99.40%	0.00%	1	bf	you mean somebody that has an actual establishment
99.40%	0.00%	1	bf	and so you 'd have to
99.41%	0.00%	1	ba	oh those are nice
99.41%	0.00%	1	bh	five
99.41%	0.00%	1	ba	e-
99.41%	0.00%	1	b	huh okay
99.41%	0.00%	1	bf	oh oh you mean you switched schools for the kids
99.42%	0.00%	1	bf	or if it gets stolen or if you lose it or whatever it might be
99.42%	0.00%	1	ba	oh my um
99.42%	0.00%	1	bh	what a change huh
99.42%	0.00%	1	b	oh i know
99.42%	0.00%	1	ba	and i and i understand that
99.43%	0.00%	1	ba	that 's frustrating
99.43%	0.00%	1	ba	that 's a good choice
99.43%	0.00%	1	ba	that that makes logic
99.43%	0.00%	1	ba	that 's really scary
99.44%	0.00%	1	ba	i am glad
99.44%	0.00%	1	bf	you become callous
99.44%	0.00%	1	bf	a group party
99.44%	0.00%	1	bf	boy it sounds like you 're really into it
99.44%	0.00%	1	ba	that 's a good deal
99.45%	0.00%	1	bf	the b- the bureaucracy
99.45%	0.00%	1	bf	and get away without embarrassing yourself
99.45%	0.00%	1	ba	yuck
99.45%	0.00%	1	ba	oh i did n't realize
99.45%	0.00%	1	bf	you have
99.46%	0.00%	1	ba	boy that that 's the real secret
99.46%	0.00%	1	b	huh yes
99.46%	0.00%	1	ba	huh well that 's all right
99.46%	0.00%	1	b^m	n- nebraska
99.46%	0.00%	1	br	every what
99.47%	0.00%	1	bf	clarence thomas or
99.47%	0.00%	1	bh	oh she was
99.47%	0.00%	1	br	where am i
99.47%	0.00%	1	ba	it was amazing
99.48%	0.00%	1	bf	go during the day
99.48%	0.00%	1	bf	we have to keep it
99.48%	0.00%	1	bf	that still does it
99.48%	0.00%	1	b^m	raleigh
99.48%	0.00%	1	ba	i can i can i can believe that
99.49%	0.00%	1	bf	and now he sees
99.49%	0.00%	1	bf	so either you or your husband can be warm but not both
99.49%	0.00%	1	b	kind of
99.49%	0.00%	1	bf	so you 're talking about ones in a lower lower end p- price range
99.49%	0.00%	1	ba	uh gee
99.50%	0.00%	1	ba	you might be right
99.50%	0.00%	1	bf	so she took it with her
99.50%	0.00%	1	b	oh is that right
99.50%	0.00%	1	ba	that sounds
99.50%	0.00%	1	br	and how what 's that
99.51%	0.00%	1	bf	you know you stay within your uh
99.51%	0.00%	1	ba	correct
99.51%	0.00%	1	b^m	texas aqua-
99.51%	0.00%	1	b^m	um yeah
99.52%	0.00%	1	bf	so he 's
99.52%	0.00%	1	b	okay carol
99.52%	0.00%	1	ba	oh just beautiful
99.52%	0.00%	1	ba	oh well that that sounds good
99.52%	0.00%	1	ba	amen
99.53%	0.00%	1	ba	well that that 's not really good
99.53%	0.00%	1	ba	uh that makes a big difference
99.53%	0.00%	1	ba	that 's an interesting thought
99.53%	0.00%	1	ba	holy mackerel
99.53%	0.00%	1	ba	that 's encouraging
99.54%	0.00%	1	ba	so um well that 's kind of interesting
99.54%	0.00%	1	ba	well that 's you know that 's an idea
99.54%	0.00%	1	ba	well that 's pretty wild
99.54%	0.00%	1	ba	well that 's that 's pretty interesting
99.54%	0.00%	1	ba	well that 's excellent
99.55%	0.00%	1	ba	the devastation
99.55%	0.00%	1	ba	oh my heaven
99.55%	0.00%	1	bf	as opposed to paying for cable
99.55%	0.00%	1	br	eighty eighty-eight is what you said
99.56%	0.00%	1	bf	so any voice no matter what the speech pattern or the dialect
99.56%	0.00%	1	ba	so that sounds great
99.56%	0.00%	1	b	and watch
99.56%	0.00%	1	ba	th- co-
99.56%	0.00%	1	ba	well uh that 's great
99.57%	0.00%	1	bh	yes
99.57%	0.00%	1	ba	basically that 's it
99.57%	0.00%	1	b^m	watching
99.57%	0.00%	1	ba	that is a gorgeous gorgeous place
99.57%	0.00%	1	bf	if we want uh extra clothes the extra car the extra
99.58%	0.00%	1	ba	well good deal
99.58%	0.00%	1	b^m	two and half oh
99.58%	0.00%	1	bf	oh they did n't say they did n't say what though
99.58%	0.00%	1	bk	well that 's okay
99.58%	0.00%	1	b^m	you are now
99.59%	0.00%	1	b^m	you own the company
99.59%	0.00%	1	br	southwest where
99.59%	0.00%	1	bf	so it 's not a very valid topic
99.59%	0.00%	1	ba	tha- that that 's really sad you know
99.60%	0.00%	1	bf	you had them for each of the individual stores
99.60%	0.00%	1	ba	that 's a lot of work
99.60%	0.00%	1	ba	well that 's interesting too
99.60%	0.00%	1	ba	well that 's pretty scary
99.60%	0.00%	1	ba	naturally
99.61%	0.00%	1	b^m	every morning
99.61%	0.00%	1	bf	so you get a lot more rain that way
99.61%	0.00%	1	ba	oh i can imagination
99.61%	0.00%	1	ba	would n't that be great
99.61%	0.00%	1	b^m	do n't remember her breaking uh
99.62%	0.00%	1	b^m	four boys
99.62%	0.00%	1	bf	you kind of try and buy bigger quantities
99.62%	0.00%	1	ba	well that 's an excellent idea
99.62%	0.00%	1	ba	that 's a lot of fun
99.62%	0.00%	1	bf	we talking mumblex from from dents in the holes
99.63%	0.00%	1	ba	that 's real good
99.63%	0.00%	1	bf	but if they do it again and they really need to face the consequences then uh
99.63%	0.00%	1	ba	well that 's always a good plan
99.63%	0.00%	1	ba	oh well that 's kind of nice though
99.64%	0.00%	1	bf	it does n't sound real necessary in texas
99.64%	0.00%	1	b^m	uh my first comments on the budget
99.64%	0.00%	1	ba	um boy i like that
99.64%	0.00%	1	ba	and that 's completely unnecessary
99.64%	0.00%	1	bf	had somehow gotten in
99.65%	0.00%	1	ba	how wonderful
99.65%	0.00%	1	ba	oh pretty ones
99.65%	0.00%	1	bf	so you do n't have much choice there
99.65%	0.00%	1	bf	he did n't see his
99.65%	0.00%	1	b	they 're not a hard mumblex
99.66%	0.00%	1	bd	oh well i guess i 'll get over it
99.66%	0.00%	1	bh	that right
99.66%	0.00%	1	br	in where rome new york
99.66%	0.00%	1	b^m	was the drumming
99.66%	0.00%	1	ba	uh that 's true
99.67%	0.00%	1	ba	that 's frightening too
99.67%	0.00%	1	bf	well that 's that was kind of the the aim was n't it to get it started and then have it
99.67%	0.00%	1	ba	that sounds amazing
99.67%	0.00%	1	b	excuse me uh yeah
99.68%	0.00%	1	ba	well that sounds so neat
99.68%	0.00%	1	b^m	and now
99.68%	0.00%	1	b^m	just bought one
99.68%	0.00%	1	b	you know yeah
99.68%	0.00%	1	b	great
99.69%	0.00%	1	ba	oh well of course
99.69%	0.00%	1	bk	you are
99.69%	0.00%	1	br	how do we usually
99.69%	0.00%	1	ba	so so good luck
99.69%	0.00%	1	b	ooh yes
99.70%	0.00%	1	ba	but it 's still good
99.70%	0.00%	1	ba	well that 's interesting music boxes
99.70%	0.00%	1	b^m	time uh-huh
99.70%	0.00%	1	ba	oh mother macree
99.71%	0.00%	1	bf	oh that one
99.71%	0.00%	1	bf	well it sounds like you do quite a bit of it
99.71%	0.00%	1	ba	oh well how interesting
99.71%	0.00%	1	ba	i would say
99.71%	0.00%	1	bf	so it 's fairly safe
99.72%	0.00%	1	bf	so you what you 're saying is this if there is the second offense then you execute them
99.72%	0.00%	1	bd	oh well
99.72%	0.00%	1	br	both
99.72%	0.00%	1	br	you mean the uh the employers
99.72%	0.00%	1	bf	and sometimes that 's a little hard with books and music and and sheet music and stuff you 've got to work on too
99.73%	0.00%	1	bf	um so your since is that the that uh the loan guaranties which really were accounts guaranties
99.73%	0.00%	1	ba	that 's sort of neat
99.73%	0.00%	1	ba	oh that 's sad
99.73%	0.00%	1	br	well what were you saying
99.73%	0.00%	1	bf	the cat was here first
99.74%	0.00%	1	bk	oh h-
99.74%	0.00%	1	bf	tell scary or scary stories around the fire
99.74%	0.00%	1	ba	oh but how wonderful
99.74%	0.00%	1	bf	so you you had a lot of games and things you played
99.75%	0.00%	1	bf	be excited about all of it
99.75%	0.00%	1	ba	oh that was great
99.75%	0.00%	1	b^m	handicraft type things
99.75%	0.00%	1	bf	i could probably go half a pound
99.75%	0.00%	1	ba	um fattening
99.76%	0.00%	1	ba	that 'll be very nice
99.76%	0.00%	1	b	mumblex e- right
99.76%	0.00%	1	ba	my goodness gracious that 's
99.76%	0.00%	1	b	some place else
99.76%	0.00%	1	bh	oh did it really
99.77%	0.00%	1	b^m	fish eggs
99.77%	0.00%	1	bh	it did huh
99.77%	0.00%	1	bf	we like the stuff that glitters
99.77%	0.00%	1	ba	oh that 's that 's fun
99.77%	0.00%	1	ba	that 's good too
99.78%	0.00%	1	ba	well i do n't blame you for that
99.78%	0.00%	1	bk	oh only one a day
99.78%	0.00%	1	b	so
99.78%	0.00%	1	b^m	rather frugal
99.79%	0.00%	1	b	you 're a junior
99.79%	0.00%	1	bf	you 've got the little bitty ones
99.79%	0.00%	1	b^m	that 's why it keeps going up uh
99.79%	0.00%	1	bf	they do n't uh want the mothers to be with the little fish either
99.79%	0.00%	1	b^m	hem- hormones
99.80%	0.00%	1	ba	well that sounds good too
99.80%	0.00%	1	bf	that 's when they
